full_text,label
@12Tataboga71988 @Boediantar4 @nadiemmakarim Soalnya aku alumni kampus merdeka batch 1 suka banget sama program ini.,1
Tolong program merdeka belajar di kampus tetep berlanjut dong. Pengen ngerasain msib cuyy. ,1
Maksudnya pak Nadim ya ? Aku malah suka hasil dri implementasi Kampus Merdeka programnya beliau karen Mahasiswa jadi bisa punya banyak kesempetan untuk berekaplorasi. ,1
@vwexcellent Kampusnya juga didorong ke arah vokasi dengan program Magang Merdeka dan kolaborasi kampus dengan industri,1
@fond_illust @nousername2202 @RadityoDharmaP @analispolitik @yanuarnugroho @BudiBukanIntel @Trystanto2 @alfinfbasundoro Kan gegara kampus merdeka kampus merdeka yg buat siapa yap betul Mulyono,0
@CNNIndonesia Bawa serta kurikulum merdekanya pak. Bahkan hasilnya kontroversi kok tuh yang di kampus merdeka banyak doktor dadakan.,0
@zanatul_91 Hapus kampus merdeka,0
kampus merdeka...jd bebas mau apa aja..merdeka...,0
@saidi_sudarsono Semenjak ada merdeka merdekanya di sekolah dan kampus jadi merdeka semua aturan yang penting uangnya cukup,0
2. Implementasi yang Setengah-Setengah Kebijakan digitalisasi pendidikan seperti platform Kampus Merdeka masih belum siap. Banyak kampus dan sekolah di daerah yang tidak siap dengan teknologi ini apalagi dengan keterbatasan infrastruktur.,0
Kampus Merdeka tapi Dijajah Rezim. - *quote dari X*,0
@ardisatriawan Label e kampus merdeka nder jadi gausah tanya kenapa aneh karena MERDEKA COOOOY ah elah,0
@Strategi_Bisnis Gw bingung ya menentukan keberhasilan Nadiem Makarim hanya dari cuplikan video tentang Ibukota dll. Padahal ada kampus merdeka yg berguna bangeet. ,1
@zanatul_91 Sebenarnya kampus merdeka ini bagus. Jujur untuk mahasiswa kampus merdeka terbantu banget buat ningkatin skill di dunia kerja apalagi ada program msib dkk.,1
Buzzer Kampus Merdeka mulai menyerang. Sadarlah kalian cuma buzzer,0
@ardisatriawan Kampus merdeka buat pejabat? Bukan buat rakyat? @univ_indonesia masih sehat?,0
@direktoridosen Kampus Merdeka paham pastinya arti merdeka (Bebas) yg artinya sebebas-bebasnya buat yg punya duit jabatan kontribusi (positif/negatif). Yg penting punya . Ga usah bahlil ketum pedih diperjuangin jg gitu. Tau2 ada HC si Rapih amat juga tiba2 meski ga jelas kampusnya. Wkwk,0
Jangan lupa Sumbangan Pendidikan nya. Ya kampus merdeka minusnya gini ini lu punya uang lu punya kuasa.,0
@teman_ceritaaa @NenkMonica Bagus kok terutama program Kampus Merdeka,1
@HANTZadidas @NenkMonica Bagus kok jaman pak nadiem khusus mahasiswa. Soalnya kerasa banget program kampus merdeka,1
@NenkMonica Tapi aku smenjak ikut kampus merdeka dpet bnyk juga benefitnya mulai dari MBKM Mandiri sampai studi independen. Mngkin aku liatnya dari satu sisi aja,1
@ardisatriawan Kampus Merdeka mungkin ini sebagai strategi meluluskan secara akselerasi. Merdeka dari aturan2 reguler (kampus sebelum merdeka).,0
Kan sesuai slogannya Kampus Merdeka Merdeka melakukan apapun tidak perduli konsekuensi nya.,0
@jineeuslab @univ_indonesia Yassalam Mamam tuh kampus merdeka,0
@akbarfaizal68 @prabowo Kita kan pake kurikulum merdeka kampus merdeka ukt merdeka. Merdeka di sini artinya suka2 gue.,0
PLSSS INDONESIA wapres udh jelek jangan sampe menteri pendidikan JELEK juga. gamau tau magang merdeka dan kampus mengajar jangan sampe dihapus ganti nama aja boleh lah. IISMA bagus sih tapi hmm dampaknya gak bagitu besar buat masyarakat,1
Kalau disini kayak anak2 kampus merdeka tapi cuma nyeduh kopi/Fotocopy dokumen. Kalau engga usia emas tapi dimutasi ke SEA / negara yang prospeknya jelek.,0
Trims kampus merdeka kamu tau apa yg aku butuhkan ketika stres,1
Kampus merdeka panik amat si sampe bawa bawa ketumnya @roan_gylberth https://t.co/KKKVk12GWL,0
imo kalau ngomongin pendidikan di era nadiem we already know dia merusak sistem pendidikan Indonesia dari level sd sampe perguruan tinggi. kampus merdeka pun juga sebenernya itu kegagalan yg akhirnya malah mengubah sistem pembelajaran di kampus.,0
Oh pantesan kampus merdeka nggak jadi bubar (Alhamdulillah ada kesempatan sekali lagi MSIB ),1
@paipiapaipia Kayaknya masa kegelapan lagi bagi temen2 di kuliah gk yakin ada dan proper untuk kampus merdeka sejenisnya,0
@zanatul_91 Sedih pokoknya semua program Merdeka Belajar itu masuk ke kontrak Indikator Kinerja Utama jadi pasti kena push ama pejabat di kampus masing2. Saya sih terserah aja mau nilai IKU saya gimana yang jelas udah memenuhin BKD ya udah,0
@bacottetangga__ masa depan buruh dan pembantu. miris sekali kampus merdeka sekolah merdeka ndasmu diem jago bgt ngebacot emg mendikbud kita,0
@munvess Tapi jangan deh serius mending intern aja yang benefitnya lebih oke sambil ambil kursus atau ikutan program kampus merdeka,1
@kegblgnunfaedh gatau ya dibidang pendidikan formal tuh gimana tapi di informal atau perguruan tinggi. Program MBKM atau kampus merdeka mereka works loh magang atau stupen nya mereka menurut gue amat samgat bagus. Banyak mahasiswa gue yang jadi punya skill saat lulus dan gampang dapet kerja.,1
@kegblgnunfaedh Tapi program kampus merdeka nya bagus bgt,1
gua kemungkinan gak belajar mobile development pak. karna program magang di kampus saya gak boleh keluar dari kota dimana kota saya bengkulu untuk industri yang memakai jasa developer sangat kurang. Tapi lewat program kampus merdeka jadi memiliki kesempatan. thanks pak,1
sebenarnya aku butuh bbh ala kampus merdeka,1
iisma awardee ala kampus merdeka by nadiem adalah prestasi,0
Balik lagi itu view gua sebagai penerima manfaat dari Kampus Merdeka. Gua belum tau di sektor lain terdampaknya bagaimana but calling him Gagal Total itu sangat amat buzzer,1
Program dia yg agak berhasil gue rasa cuman kampus merdeka aja walau tetep aja kita terseok seok,1
Kebijakan beliau ini bagus cuman belum matang aja dan perlu banyak pembenahan. Kayak kampus merdeka itu hal yang paling gua suka tapi ya gitu izin dari kampus asalnya ga semua rata,0
nadiem yg bagus cm kampus merdeka nya doang njir sisanya ampaz,1
seenggaknya kampus merdeka ada benefitnya (ga 100% but still),1
Beliau tuh kaya bikin program tapi ga mikirin implementasinya gimana. Dituntut buat jalanin program kampus merdeka yg banyak banget itu udah gitu sistem pelaporan seabrek. Gimana otak ga kusut ngurus PT Vokasi tapi kudu disamain kaya akademik,0
@Mdy_Asmara1701 Unpopular opinion. saya justru merasa syukur dan bangga di bidang 'dikti'-nya dengan program Kampus Merdeka. Plus minus kekurangan pasti ada. beliau ini adalah satu dari sekian banyak orang yang menjadi menteri berani berinovatif. Itu pendapat saya,1
@laskar7langit @Gamal_Albinsaid Nadim Ku nilai GAGAL sebagai menteri juga berdasar pada kurikulum merdeka YANG TERLALU MERDEKA ,0
@cloudybookgrx buat kampus sih oke yak ,1
@itsme111213 @NenkMonica @nadiemmakarim yupsss setuju klo utk program kampus merdeka bagi kuliah sangat worth it sekali,1
untuk kehidupan kampus merdeka cukup oke lah sebagai yg pernah merasakan sisanya mungkin gatau yaa hehe..,1
@tempodotco Jujur pasti masih banyak minusnya. Tapi gabisa bohong program juga banyak yang berdampak. Adanya kampus merdeka bikin kita sadar selain akademik jg butuh pengalaman kerja sebagai batu lonjatan mengurangi pengangguran freshgraduate.,1
noh pemerataan pendidikan dulu. bukan malah bikin program macam kampus merdeka lah iisma lah dll. iya bagus. tapi lucu aja krn jomplang banget kondisinya.,0
@kompascom Ini kampus menerapkan kurikulum merdeka...merdeka dari kegiatan belajar-mengajar yang penting siap berikan gelar,0
Banyak yang ngasih kritik ya. Tp menurutku sebagai mahasiswa yang merasakan kurikulum merdeka saat itu ngerasa sangat terbantu dgn program kampus merdeka ini krn sgt memfasilitasi persiapan karir sesuai potensi dan minat kita yang nggak bisa didapat di pembelajaran kampus.,1
Saya termasuk mendukung merdeka belajar. Mendobrak status quo kampus untuk ikut berlari. Bukan nyaman dengan bahan ajar yang tak berubah. Statement ini bukan merujuk pada personal. Nyatanya sistem lama bahkan hingga hari ini tidak akan mampu membuat lompatan dunia keilmuan.,1
diliat dl deh dr kampus merdeka. link n match yang dicita-citakan musnah akibat keberpihakan negara yang berat pada company. sampai saat ini belum ada regulasi memadai yg melindungi mahasiswa saat intern--dikampus merdeka atau bukan. hal ini berpotensi ekploitasi pd peserta -c- https://t.co/IgrVGWuyiS,0
ajg mhs angkatan brp nehh tonedeaf amat! mahasiswa skrg lg krisis untuk disiapkan menjadi budak korporat. selain penurunan ekonomi shifting perception ini jg diakibatkan oleh kampus merdeka dan permintaan company yang makin menggila.,0
Instansi yang dititipin merdeka belajar yang mumet dipasrahin mahasiswa buat bisa praktek tapi teori dasarnya plangplong. Yang dikonversi mata kuliah penting kaya Penulisan Karya Ilmiah dan disetujui kampus. Lah u gimana bisa nulis skripsi?! Ujung2nya ngejoki.,0
@tempodotco Merdeka dimane lu gara2 kuliah gratis mahasiswa suruh kerja di kampus KIP beberapa dicabutin. Pengusaha kalo jadi pejabat aneh2 aja emang kelakuannye.,0
@fallenforwishes kampus merdeka yg tidak memerdekakan,0
@bonnietriyana Komersialisasi pendidikan lewat ptn-bh kegagalan kampus merdeka,0
Minggu lalu bahas kebijakan merdeka belajar di kampus ternyata jurusanku ga sepenuhnya dukung atau bahkan 1 1nya jurusan yang gak support jika harus konversi ke 1 semester pembelajaran. Next we launch program kolaborasi Internship Career Centre,0
Frnomena magang di kalangan mahasiswa ini makin bergelora di jaman kampus merdeka. Magang terus kapan belajarnya? https://t.co/1Tj1B8fuoJ,0
@bonnietriyana Buat UKT kampus negeri lebih manusiawi lagi. Kurikulum merdeka bagus tapi gk cocok utk sebagian masyarakat indo balik ke kurikulum kolonial aja gpp.,0
Gak bakal krn pionir demonya udh pd (wajib) ikut kampus merdeka..,0
@tanyakanrl Serius nanya mahasiswa yg pake seksi ke kampus intelek banget ya anak2nya? Atau modal kurikulum merdeka aja buat masuk kampus?,0
Dibaca yaa adik2.... Merdeka belajar kampus merdeka.. Bukan berarti melupakan adab. Mau nyentrik? Sah sah aja. Tp jangan lupa... Semua ada adabnya. Indonesia memiliki standar kesopanan. Klau orang2 masih ngeyel... Pertanyaannya satu kamu tinggal dimana?,0
@V3g3L Pemilihan rektor saja ikut campur padahal katanya kampus merdeka itulah merdeka ngibul model Mulyono,0
@worksfess Lebih gede gaji anak magang kampus merdeka nder mending skip aja. ,1
@AraituLaki @nadiemmakarim kalo tolol mana ada aplikasi yg bisa menghidupi orang banyak ? kampus merdeka sangat bagus udah gitu digaji pulak,1
@wndprj Ini baru namanya kampus merdeka....merdeka dari aturan..alias karepe dewe,0
@AraituLaki @nadiemmakarim Apa lagi program kampus merdeka. Hadohh . Program ngabisin uang rakyat. Programnya gk jelas. Gk nyambong. !!!,0
Alumni Kampus Merdeka udah ratusan ribu. Semoga program yang begini dilanjutin sama Pak @Prabowo dan Mas Gibran biar makin banyak mahasiswa yang bener-bener matang dan siap bersaing di dunia kerja. Biar Gen Z dan generasi seterusnya bisa lebih keren lagi,1
Sistem pendidikan kita memang belum sempurna. Tapi ada satu program Mas Menteri Nadiem yang OK menurut gue Program Kampus Merdeka. Setau gue program ini beneran jadi rebutan mahasiswa di seluruh Indonesia. Keponakan gue berkali-kali daftar tapi belum rezeki aja buat lolos. https://t.co/Ok4NrXA3ZD,1
- kurikulum kuliah yang udah ditata rapih seketika dan tbtb si karim mendikbud itu merubah kurikulum jadi kampus merdeka (korban: dosen) - kampus naikin ukt bahkan sampe ada yang usul pinjol jadi salah satu alternatif nya (korban: mahasiswa/i)-,0
Gue baru abis diceritain adek gue minggu lalu kalo di tempat magang dia ada anak unair yg lagi magang wajib dari kampus (bukan magang merdeka) terus mereka selain dapet gaji dari tempat magang dapet gaji juga dari kampusnya...,1
2 8 gaji magang dri msib kampus merdeka,1
Kampus merdeka malah jd kampus kapitalis yha? Dilepas gitu aja bikin kebijakan biar neraca ga merah,0
Niatnya jadi kampus merdeka eh dia malah jadi kampus romusha #hadeh,0
Setelah negara yang transaksional dengan rakyat kampus ikut-ikutan transaksional dengan mahasiswa. Hidup #KampusMerdeka,0
jadi teringat sejarah Ohara di one piece ketika pemerintahan dunia gabisa kontrol para intelek dan para ilmuwan itu mau sebarluaskan kebenaran ke publik. malah di buster call(bumi hanguskan) sama kaya di sini politik utang budi terjadi. dan bukan kampus merdeka tapi mereka.,0
mending kalo emang ada keterikatan mitra kaya msib kampus merdeka lah ini magang mandiri. ga semua bisa ngikutin apa yang dosen minta cape bener,0
Merdeka belajar gak real late sama kebiasaan orang Indonesia yang suka buka hp malah bablas buka tiktok.dan temen temenku juga gak niat belajar pas bawa hp.ujung ujung nya foto foto pakek filter super alay.mending kek metode kampus ae lah nyari materi.,0
@UNY_Base i see kampus merdeka kan ya? di beberapa poin gw agak ga sepaham sama kurikulum ini. tapi ini sebenernya upaya buat menjembatani gap yang terlalu jauh antara kampus sama industri. walaupun sarjana diharapkan outputnya jadi akademisi tapi tetep perlu terjun langsung ke industri,1
@wahibmuhibi Iya nih penting banget pemaksimalan bonus demografi. Kampus Merdeka jadi solusi buat ngejembatani kebutuhan tenaga kerja dengan industri. Mantap!,1
@hsnsilly girl.. kayanya bakal engga... we're in kurikulum kampus merdeka rn.. kecuali kebijakan mndiknud ganti lagi ya maybe presentasi bisa dihilangkan..,1
@wahibmuhibi Setuju banget! Kampus Merdeka bisa jadi solusi buat ngebantu mahasiswa yang mau lebih ke praktik langsung. Biar bisa langsung nyoba ilmu yang dipelajari.,1
Ya kalo gitu percuma menteri pendidikan kalian itu bikin kurikulum merdeka dan program kampus merdeka yang fokusnya aja salah satunya buat meningkatkan literasi,1
Bpk Menteri Makarim Sdh Mulai Dgn Benar Kampus Merdeka adalah salah satu program yg utk Mahasiswa siap tempur bgtu mrk whbs wisuda,1
@xyzell11 Apakah kampus merdeka?,0
Tapi ya kayak yang kita tau Kampus Merdeka sangat bermasalah dan mulai ada keraguan di diri gw soal MSIB. Karena gw ga mau bergantung di MSIB akhirnya gw juga daftar magang di digilab BSI yang mana ini program dari prodi gw dengan BSI.,0
@isekaiwarrior @effervcent @UTmenfess Kalo bisa manage waktu dan course yang diambil relevan dan diminatinya monggo coba daftar kampus merdeka. Tapi kalo ga bisa ya lebih baik ditunda aja.,1
@effervcent @UTmenfess kak mjb dong.. kalo ikut kampus merdeka gtu bagusnya dari smt berapa yaa?,1
@sweetiejune_ @UTmenfess sama samaa kak kalo blm kerja. saranku ikut magang merdeka aja. kalo mau upskill ikut stupen. kalo mau fokus akademik iisma pertukaran pelajaran atau kampus mengajar,1
@marsyah___ @UTmenfess ini aku pernah share pengalaman ikut studi independen dengan mitra RevoU nanti bisa dipilih aja bidang yg diminati apa. ada banyak kok tapi rata2 lebih ke teknologi https://t.co/82le89rGli pokoknya tiap semester baru kalo mau ikut wajib pantengin ignya kampus merdeka,1
@marsyah___ @UTmenfess tinggal daftar aja kak di situs kampusmerdeka pantengin ignya https://t.co/boG3eAsgwP buat cara dan info lainnya. durasi programnya 1 semester. nnti pilih mau magang studi independen iisma atau kampus mengajar. aku pribadi ikut stupen. ada seleksinya ya jd nnt pilih mitra,1
@unesa_fess magang riset KKN (4 bulan) kampus merdeka dll. Selama 1 tahun ga pernah ke kampus tetapi UKT tetap bayar full.,1
halah susahnya apa sih emang ngikutin aturan dan norma yg berlaku di satu budaya masyarakat? urgensinya apa sih pake baju yg gak pantes sama occasion-nya? banyak cara lain buat nunjukin kamu merdeka dan bebas pake lingerie ke kampus atau tempat umum BUKAN salah satunya.,1
keputusan untuk mengikuti program-program tersebut umumnya berada di tangan mahasiswa berdasarkan minat dan tujuan mereka sendiri. Menurut peraturan yang ada mengenai program Merdeka Belajar Kampus Merdeka (MBKM) tidak ada... #kemenristekdikti,1
Kurikulum Merdeka termasuk program MBKM (Merdeka Belajar Kampus Merdeka) di perguruan tinggi di Indonesia tidak bersifat wajib untuk setiap mahasiswa tetapi lebih bersifat fleksibel dan memberikan pilihan. Jadi meskipun MBKM menawarkan banyak manfaat #kemenristekdikti,1
korban kampus merdeka pasti relate,0
satu-satunya yang bagus dari pak nadiem cuma program kampus merdeka.,1
Inget banget pas salah satu dosen bilang kampus mengajar th ngalieurkeun sambil beneran seemosi itu dan disetujui sama dosen lain tapi emang semenjak ada kampus merdeka ini kurikulum jadi berubah total dan pas awal semester tuh para dosen pas keliatan banget pusing nya,0
Jangan langsung di-ulti Pak JK entar diserang fanboy Kampus Merdeka,0
Jujur menurutku program merdeka belajar sangat bagus bgt buat anak kuliahan aku udah ngerasain manfaatnya ikut Kampus mengajar dan MSIB. Mungkin jenjang sekolah belum bisa dikasih kurikulum merdeka karena belum siap atau tidak cocok aja. Ya semua ada plus minusnya. https://t.co/osdE9XP2xF,1
@asepchwan @quintessentlal gapapa kak akupun gitu prefer ikut kampus merdeka sih aku kayak pmm magang gitu,1
Kampus merdeka? Apa merdeka merdekanya kontol. Nyusahin iye regulasi regulasi tai.,0
@ajiehatadji huhu kebijakan kampus merdeka yang dibarengin sama kampus ptnbh yang lagi ngejar akre pak jadi ya gitu,0
@wahibmuhibi Iya nih Kampus Merdeka bisa jadi solusi buat ngejar ketertinggalan kita dalam riset. Semoga bisa bawa perubahan positif!,1
Dulu sempet ada keributan tentang mending ikut organisasi atau magang? Terutama karena ada Kampus Merdeka magang seakan jadi trend bersamaan dengan itu ikut organisasi mahasiswa mulai ikut kehilangan pamornya,1
Murahnya nilai IPK sarjana masa kini juga bisa disebabkan oleh kebijakan program Merdeka Belajar Kampus Merdeka (MBKM). https://t.co/UUTmQFfw1x #Opini #AdadiKompas,1
This one. NGESELINNYA ITU GUA LAGI PAKE BAJU KKN ADA TULISANNYA KAMPUS MERDEKA MEMEKKKKK https://t.co/XQoq6CYsGg,0
@ARSIPAJA kan kampus merdeka. bebas lah. anggap aja ikut pemiloe sebagai SKS yg diambil di luar kampus.,0
@guyounan sedih dulu aku sempet protes karena bbh kampus mengajar paling dikit diantara program kampus merdeka lain. ternyata masih banyakan bbh kampus mengajar (1 2jt) dibanding honorer yg fulltime gitu,1
Gesss Gap Antar Gen terlihat jelas JK @Pak_JK sbg tokoh gen baby bommer mengkiritik @nadiemmakarim sbg seorang menteri dari gen milineals. Keyword : 1. Kampus Merdeka 2. Work From Anywhere Gen baby bommer mindsetnya masih offline Gen Milineals mindsetnya dominan online,0
Ini kampus merdeka gue tonjok ya suka bgt ngeinvite meeting last minute,0
Monyetttt kau dpr sampai lu sentuh kampus merdeka kuretakkan ginjal kau,0
@BudiBukanIntel Kampus mengajar bantu sekolah-sekolah terpencil tau :( Temenku banyak yang ngajar di sekolah yang kekurangan guru yang swasta tapi gak narik SPP ... Pengeluaran KM juga paling kecil dibanding program kampus merdeka lain :( Uang saku bulanannya aja setengahnya uang saku msib :(,1
Talk about kampus merdeka dll sebenernya programnya cukup bagus ya buat mahasiswanya mau berkembang dan eksplor lebih jauh (especially my major) tapi kaya kurang aja buat sasarannya,1
Bagus kok ilangin aja semua. S1 fokus ke akademik sekalian penyetaraan D4 beasiswa luar negeri 1 semester buat apa? Banyak program summer camp luar juga dari dulu kampus merdeka hampir sama dgn kkn,1
@lifeofwidy @overthinkerb0y @gongxifdl Kan dananya mmg khusus buat A kita gbsa ganggu gugat dah lah hirauin aja mau org ngmg apa ttg iisma/mbkm/kampus merdeka yaudah biarin aja mo ngmg apa kak. Mrka ngmg bgtu ya krna ga pernah dpt scholarship/ikut exchange program yg di highlight yg jalan nya trs,1
AKHIRNYA SEMPET BUKA NI APP ANJENK ANJNEK KAMPUS MERDEKA APALAH,0
@wilcha_n @jusaplukag @BudiBukanIntel tapi kalo org nya masih itu2 aja sistem sebagus apapun yg di rancang dana dari atas kepotong lah pengurusan yg lama karna panitia yg di ambil kurang memahami belum lagi nepotisme hadeh ga kelar2 karna gue pun 2 kali mengikuti kegiatan kampus merdeka ya lemah nya itu,0
Data ini bisa jadi landasan kenapa Kampus Merdeka itu urgent. Karena pada dasarnya itu juga tools agar targetnya bisa cepat lulus sekaligus punya kompetensi di dunia kerja. Jangan heran kurikulum Kampus Merdeka di Sarjana itu sebenarnya bisa dikatakan adaptasi kurikulum Vokasi. https://t.co/f7LrSB09Ut,1
@um_fess Hueek sama anjir tiba2 semster 5 trus disuruh magang ga daftar smib dan baru nyemplung kampus merdeka trus kre2 an itu semua apa? huhu untung diangkut sm tempat magang ku dulu buat magang lagi,0
@HaveAnEyesDay Pkl belum anggepan baru mengenyam 4smt yg mostly mempelajari ilmunya saja blm pernah praktek blm nentuin konsentrasi jg mungkin. Smt 5 mah sibuk cari pengalaman dg iku volunteer atau join organisasi apply program kampus merdeka jg bisa. Too young for this kind of work,1
: kampus merdeka itu merdekanya apa? : diem : merdeka itu kalo dari bla bla bla...... m nya mulai dari diri sendiri kalo e nya apa? : diem : elaborasi bla bla bla........kalo r nya? : rawr : kocak mana sekelas bareng bialng rawr nya,0
@kumparan @KPK_RI bongkar dong anak² magang Kampus merdeka di DPR yg katanya 50% titipan jastip² gratifikasi udh dari level terbawah njirr,0
Isn't it Kampus Merdeka?,0
sistem pendidikannya sucks kurikulum merdeka gajelas mapel bhs inggris bntr² dihapus kampus merdeka apalagi. dr semester 1 otak udh dicuci magang magang magang ampe semester 7 giliran buat tugas akhir gangerti apa². pdhl kuliah di perguruan tinggi itu sejatinya buat belajar,0
bitter truth of per kariran di indo ini ya gini kemarin gw sempat aktif bagi2 tips juga ada yg komen udah coba semua teknik pun tetep ga mutlak lolos sedihnya gitu bahkan MSIB Kampus Merdeka yg katanya memudahkan budaya hiringnya emang masih banyak masalah di indo,1
kampus merdeka jangan di udahin dulu dong pak nadiem mau ngerasain juga,1
pengetahuan yang diperoleh di masyarakat. Program Kampus Merdeka Merdeka Belajar perguruan tinggi berkewajiban membekali mahasiswa dengan proses magang dan praktik kerja yang menjadi pelengkap kompetensi mahasiswa setelah mereka lulus.,1
@worksfess magang dgn salary segitu ya gede bgtt nder dulu aku magang kampus merdeka di jkt 2.8,1
Alhamdulillah kampus merdeka tetep jalan pmm msib iisma siap ku bantai https://t.co/Ehu8XGX3g0,1
@vwexcellent @BudiBukanIntel Organisasi Kampus aja kalau mau ngadain program kerja aja kudu wajib banget Proker nya harus berkaitan dengan salah satu program Kampus Merdeka.,1
@unicelounge Pengalaman pribadi nilaiku dulu A semua pas konversi jadi B semua plus disinisin dosen. Itu dulu pmm angkatan 1. Ditambah prodiku emg ga begitu ngijinin ikut kampus merdeka.,0
@prkdlx Say good bye to kampus merdeka program bersyukur pernah merasakan,1
@prkdlx takut banget kalo kuota kampus merdeka yang kena imbasnya padahal program ini bermanfaat banget untuk mahasiswa,1
@prkdlx gak kebayang si kalo kampus merdeka nnti kena dampak nya juga yang helas mahasiswa butuh bngt programnya,1
@partofzara Aku kan gelar S. Pd jadi ada program kampus merdeka yang mana jadi tenaga didik dan tenaga ajar di sekolah,1
Dosa gak ya gue nyumpahin kampus merdeka kantor gue bangkrut abisnya kelakuan udh kek taeil anjing,0
eh ini bener aku pernah ikut kampus merdeka yang program kampus mengajar karena nyari sponsor buku susah banget jadilah pake buku sendiri yang memang sudah lama ga aku baca aja ga banyak memang tapi pas aku taruh di rak mereka beneran yang kepo dan penasaran sampe langsung baca,1
GAJELAS BGT STUDI INDEPENDENT KAMPUS MERDEKA,0
enak ya IT mahasiswa skrng kampus merdeka.. trus magang bisa di tempat bergengsi T_T,0
@daceyeo wah kkn berapaa bulan deh??? kukira 6 bulan yang kampus merdeka itu.......baik......sisanya yaa begitulah,0
dapet kesempatan 2 kali ikut program kampusmerdeka sama kemendikbud gua pake buat student exchange sama msib,1
awardee kipk lpdp iisma/kampus merdeka asn/cpns SEMUA DIBIAYAIN RAKYAT.,0
